accidentnum,accidentdate,accident_year,accident_month,accident_hour,accident_weekday,latitude,latitude_new,latitude_use,longitude,longitude_new,longitude_use,xcoord,ycoord,accidentlocation,classificationofaccident,impactlocation,initialimpacttype,trafficcontrol,pedestrianinvolved,cyclistinvolved,environmentcondition1,xmlimportnotes
15-021578,1/29/2015 4:55:00 PM,2015,1,16,Thursday,43.369281,43.3692725152117,43.369281,-80.455075,-80.45507130103071,-80.455075,544149.36669,4801967.38197,Non intersection,P.D. only,Right shoulder,SMV other,No control,FALSE,FALSE,Snow,STAUFFER DR; REIDEL DR; 400 M
15-021624,1/29/2015 6:00:00 PM,2015,1,18,Thursday,43.436558,43.43654950569805,43.436558,-80.5036,-80.50359627958255,-80.5036,540173.45382,4809414.38784,At intersection,Non-fatal injury,Within intersection,Turning movement,Traffic signal,FALSE,FALSE,Snow,QUEENS BLVD ; BELMONT AVE E; At
15-021642,1/29/2015 5:13:00 PM,2015,1,17,Thursday,43.429788,43.42977950766138,43.429788,-80.519515,-80.51951127517894,-80.519515,538889.80244,4808654.98289,At intersection,Non-fatal injury,Thru lane,Rear end,No control,FALSE,FALSE,Snow,QUEENS BV; EAGEN DR; At
15-021998,1/29/2015 6:00:00 PM,2015,1,18,Thursday,43.425681,43.42567250616025,43.425681,-80.472324,-80.47232029046098,-80.472324,542712.24058,4808221.9743,At/near private drive,P.D. only,Thru lane,Angle,No control,FALSE,FALSE,Snow,HANSON AVE
15-022034,1/29/2015 1:05:00 PM,2015,1,13,Thursday,43.41838,43.41837150748804,43.41838,-80.473551,-80.47354729071736,-80.473551,542618.04385,4807410.52077,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,KINGSWOOD DR
15-022179,1/30/2015 12:10:00 PM,2015,1,12,Friday,43.385754,43.385745513693855,43.385754,-80.4841,-80.48409629035935,-80.4841,541786.48483,4803781.85633,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,MAITLAND ST ; WOODBINE AV
15-022193,1/30/2015 12:36:00 PM,2015,1,12,Friday,43.427662,43.42765350859348,43.427662,-80.531112,-80.53110827172074,-80.531112,537952.49173,4808413.52988,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,BLACKWELL DRIVE; 6 BLACKWELL DRIVE; Near; 4 M
15-022382,1/30/2015 4:49:00 PM,2015,1,16,Friday,43.449555,43.44954650274222,43.449555,-80.488547,-80.48854328317736,-80.488547,541382.81926,4810865.16471,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,KING ST E; FREDERICK ST ; Near; 50 M
15-022431,1/30/2015 4:30:00 PM,2015,1,16,Friday,43.46623,43.46622150025344,43.46623,-80.498458,-80.49845427859599,-80.498458,540569.75253,4812712.17219,Intersection related,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,UNION ST; MARGARET AV; Near
15-022771,1/31/2015 4:18:00 AM,2015,1,4,Saturday,43.433907,43.43389850394237,43.433907,-80.457188,-80.45718429455864,-80.457188,543931.45291,4809143.39643,Non intersection,P.D. only,Not on roadway - left side,SMV other,No control,FALSE,FALSE,Clear,ECKERT ST ; FIRST AVE ; 18 M
15-023569,2/1/2015 5:28:00 AM,2015,2,5,Sunday,43.450858,43.450849502450566,43.450858,-80.488268,-80.48826428313446,-80.488268,541404.50478,4811010.01099,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,QUEEN ST N; DUKE ST E; Near; 27 M
15-023716,1/31/2015 9:30:00 PM,2015,1,21,Saturday,43.402248,43.40223951232395,43.402248,-80.515332,-80.51532827898053,-80.515332,539246.14844,4805598.44417,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,HENHOEFFER CRES; At
15-023731,2/1/2015 12:09:00 PM,2015,2,12,Sunday,43.451871,43.45186250369508,43.451871,-80.516983,-80.51697927400912,-80.516983,539080.52122,4811108.64126,At intersection,Non-fatal injury,Within intersection,Angle,Traffic signal,FALSE,FALSE,Clear,BELMONT AV W; GLASGOW ST
15-023802,1/29/2015 3:00:00 PM,2015,1,15,Thursday,43.427064,43.427055508081324,43.427064,-80.517744,-80.51774027600116,-80.517744,539034.89428,4808353.29195,At intersection,P.D. only,Thru lane,Turning movement,Stop sign,FALSE,FALSE,Clear,BIRCHCLIFF AV; FOREST HILL DR
15-023833,1/30/2015 10:15:00 PM,2015,1,22,Friday,43.412639,43.41263050933451,43.412639,-80.491841,-80.49183728550626,-80.491841,541141.29407,4806763.75625,At intersection,P.D. only,Thru lane,Rear end,Traffic signal,FALSE,FALSE,Clear,BLOCK LINE RD; LAURENTIAN DR
15-024204,2/2/2015 7:15:00 AM,2015,2,7,Monday,43.458224,43.4582154992024,43.458224,-80.447424,-80.44742029538212,-80.447424,544703.76836,4811849.16938,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Snow,LORRAINE AVE ; LORRAINE AVE ; 4 M
15-024300,2/2/2015 9:00:00 AM,2015,2,9,Monday,43.427195,43.42718650613906,43.427195,-80.47773,-80.47772628861759,-80.47773,542273.60588,4808387.35823,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,ARDELT AVE
15-024515,2/2/2015 2:50:00 PM,2015,2,14,Monday,43.439449,43.439440501206626,43.439449,-80.420871,-80.42086730548522,-80.420871,546866.40701,4809778.66044,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,SIMS ESTATE DR; FAIRWAY RD N; Near
15-024524,2/2/2015 3:52:00 PM,2015,2,15,Monday,43.423175,43.42316650721885,43.423175,-80.486231,-80.48622728631506,-80.486231,541588.27349,4807936.63315,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,STRASBURG RD ; OTTAWA ST S; 75 M
15-024575,2/2/2015 5:08:00 PM,2015,2,17,Monday,43.424427,43.42441850480684,43.424427,-80.441175,-80.4411713004321,-80.441175,545234.48689,4808099.14262,Intersection related,P.D. only,Thru lane,Rear end,Stop sign,FALSE,FALSE,Clear,GREENFIELD AV; KINGSWAY DR; Near; 20 M
15-024628,2/2/2015 4:30:00 PM,2015,2,16,Monday,43.411738,43.41172951075985,43.411738,-80.517695,-80.51769127742091,-80.517695,539048.70844,4806651.26028,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,WATERCRESS CRT
15-024633,2/2/2015 6:53:00 PM,2015,2,18,Monday,43.409425,43.40941650748891,43.409425,-80.440811,-80.44080730191456,-80.440811,545275.12707,4806433.26754,At intersection,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Snow,WILSON AV; WABANAKI DR
15-024672,2/1/2015 9:30:00 PM,2015,2,21,Sunday,43.387098,43.38708951191428,43.387098,-80.451045,-80.45104130070342,-80.451045,544462.85132,4803948.20612,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Snow,SUTHERLAND WALK; At
15-024696,1/25/2015 10:00:00 PM,2015,1,22,Sunday,43.465624,43.46561549825497,43.465624,-80.454864,-80.45486029240075,-80.454864,544096.49183,4812667.02936,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,FORFAR AVE; Near
15-024876,2/3/2015 7:06:00 AM,2015,2,7,Tuesday,43.441591,43.441582502129535,43.441591,-80.447094,-80.44709029700482,-80.447094,544742.72487,4810002.12987,At intersection,Non-fatal injury,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,FRANKLIN ST N; KENNETH AVE; At
15-024892,2/3/2015 8:10:00 AM,2015,2,8,Tuesday,43.447405,43.447396504294176,43.447405,-80.51411,-80.51410627534517,-80.51411,539315.86448,4810614.01126,At intersection,P.D. only,Within intersection,Turning movement,Traffic signal,FALSE,FALSE,Clear,BELMONT AVE W; GAGE AVE ; At
15-024935,2/3/2015 8:08:00 AM,2015,2,8,Tuesday,43.454595,43.45458649803173,43.454595,-80.408963,-80.4089593079284,-80.408963,547818.1327,4811467.50107,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,OLD ZELLER DR; OLD ZELLER DR ; Near
15-024938,2/3/2015 9:17:00 AM,2015,2,9,Tuesday,43.376588,43.376579512928295,43.376588,-80.4337,-80.43369630708607,-80.4337,545875.63399,4802790.39955,At intersection,Non-fatal injury,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,DOON SOUTH DR; CRANBROOK ST
15-024979,1/21/2015 12:30:00 PM,2015,1,12,Wednesday,43.44937,43.449361503096554,43.44937,-80.495858,-80.49585428092696,-80.495858,540791.39766,4810841.01353,At/near private drive,Non-reportable,Thru lane,Other,No control,FALSE,FALSE,Clear,WATER ST S; At
15-025227,2/3/2015 12:00:00 PM,2015,2,12,Tuesday,43.395182,43.395173510160426,43.395182,-80.44403,-80.44402630215811,-80.44403,545025.04653,4804849.74793,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,PIONEER DR ; Near; 1 M
15-025244,2/3/2015 3:00:00 PM,2015,2,15,Tuesday,43.445348,43.44533950294217,43.445348,-80.478759,-80.47875528665124,-80.478759,542177.70675,4810402.85527,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,PANDORA AVE N
15-025273,2/3/2015 3:00:00 PM,2015,2,15,Tuesday,43.46045,43.46044149811557,43.46045,-80.432247,-80.43224329996305,-80.432247,545929.90637,4812104.6404,At/near private drive,P.D. only,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Clear,ROSE GARDEN ST; Near
15-025284,2/3/2015 7:20:00 AM,2015,2,7,Tuesday,43.442134,43.44212550208048,43.442134,-80.447332,-80.44732829683704,-80.447332,544723.06535,4810062.30615,At/near private drive,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,FRANKLIN ST N
15-025317,2/3/2015 7:50:00 AM,2015,2,7,Tuesday,43.397437,43.39742851035246,43.397437,-80.456489,-80.45648529801514,-80.456489,544014.43161,4805093.5286,Non intersection,P.D. only,Right turn channel,Rear end,No control,FALSE,FALSE,Clear,OLD HURON RD RAMP FROM OLD HUR RD; HURON RD; Near
15-025339,2/3/2015 5:00:00 PM,2015,2,17,Tuesday,43.420684,43.42067550713238,43.420684,-80.47487,-80.4748662901433,-80.47487,542509.65446,4807665.72195,At/near private drive,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,KINGSWOOD DR; At
15-025703,2/4/2015 9:37:00 AM,2015,2,9,Wednesday,43.455149,43.45514050320839,43.455149,-80.519183,-80.51917927300455,-80.519183,538900.42099,4811471.65752,At intersection,Non-fatal injury,Within intersection,Angle,Traffic signal,FALSE,FALSE,Snow,UNION BLVD; BELMONT AV W; At
15-025802,2/3/2015 2:50:00 PM,2015,2,14,Tuesday,43.455548,43.455539502707865,43.455548,-80.510384,-80.51038027573814,-80.510384,539612.03742,4811520.1159,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,GREEN ST; Near
15-025864,2/4/2015 8:10:00 AM,2015,2,8,Wednesday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,SEABROOK DR; GLENVISTA DR; Near
15-026004,2/4/2015 4:20:00 PM,2015,2,16,Wednesday,43.457481,43.457472499518374,43.457481,-80.450055,-80.45005129458418,-80.450055,544491.46461,4811765.24505,At intersection,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Snow,RIVER RD E; HALLIWELL DR ; Near; 6 M
15-026037,2/4/2015 2:30:00 PM,2015,2,14,Wednesday,43.445225,43.44521650321738,43.445225,-80.483451,-80.48344728518259,-80.483451,541798.12708,4810386.83072,At/near private drive,P.D. only,Off highway,SMV other,No control,FALSE,FALSE,Snow,MADISON AVE S; 66 MADISON AVE S; At
15-026050,2/4/2015 5:17:00 PM,2015,2,17,Wednesday,43.414871,43.41486250829317,43.414871,-80.478732,-80.47872828940909,-80.478732,542201.06148,4807018.18716,At/near private drive,P.D. only,Thru lane,Turning movement,Traffic signal,FALSE,FALSE,Snow,STRASBURG RD; STRASBURG RD; At; 28 M
15-026085,2/2/2015 8:30:00 AM,2015,2,8,Monday,43.438044,43.438035502152466,43.438044,-80.434739,-80.43473530122354,-80.434739,545745.19363,4809614.91861,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Snow,SCENIC WOOD CRES; Near
15-026118,2/4/2015 7:03:00 PM,2015,2,19,Wednesday,43.453421,43.45341250339699,43.453421,-80.517908,-80.51790427357048,-80.517908,539004.68455,4811280.34659,Intersection related,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Clear,BELMONT AVE W; CLAREMONT AVE ; At
15-026137,2/4/2015 7:54:00 PM,2015,2,19,Wednesday,43.449107,43.449098500614504,43.449107,-80.443216,-80.44321229750065,-80.443216,545050.96392,4810838.92587,At intersection,P.D. only,Within intersection,Turning movement,Traffic signal,FALSE,FALSE,Clear,RIVER RD E; HOLBORN DR; At
15-026349,2/5/2015 8:30:00 AM,2015,2,8,Thursday,43.47416,43.474151497840104,43.47416,-80.476992,-80.47698828456659,-80.476992,542300.59647,4813603.53986,At/near private drive,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,RIVERBEND; 508; Near; 5 M
15-026353,2/5/2015 8:28:00 AM,2015,2,8,Thursday,43.439098,43.43908950562301,43.439098,-80.511159,-80.5111552769581,-80.511159,539560.05609,4809692.85635,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,LAWRENCE AVE ; HIGHLAND RD W; 125 M
15-026384,2/5/2015 8:59:00 AM,2015,2,8,Thursday,43.390819,43.39081050924972,43.390819,-80.41002,-80.41001631329259,-80.41002,547782.74919,4804384.13312,At/near private drive,P.D. only,Thru lane,Turning movement,Stop sign,FALSE,FALSE,Clear,CONESTOGA COLLEGE BV; 299 DOON VALLEY DR; At; 0 M
15-026411,2/4/2015 5:15:00 PM,2015,2,17,Wednesday,43.445309,43.44530050466892,43.445309,-80.513037,-80.5130332758807,-80.513037,539404.04638,4810381.74227,At intersection,P.D. only,Thru lane,Rear end,Stop sign,FALSE,FALSE,Snow,BELMONT AV W; KARN ST; At
15-026414,2/4/2015 2:55:00 PM,2015,2,14,Wednesday,43.440768,43.44075950498783,43.440768,-80.504524,-80.5045202789718,-80.504524,540095.89525,4809881.49303,Intersection related,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,PATRICIA AV; HIGHLAND RD W; Near
15-026515,2/4/2015 5:20:00 PM,2015,2,17,Wednesday,43.451433,43.45142450369362,43.451433,-80.516715,-80.51671127410876,-80.516715,539102.48693,4811060.12391,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Snow,BELMONT AV W; GLASGOW ST; 100 M
15-026550,2/4/2015 6:50:00 PM,2015,2,18,Wednesday,43.454244,43.4542355029215,43.454244,-80.510317,-80.51031327591637,-80.510317,539618.30926,4811375.32895,Intersection related,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Snow,PARK ST; GLASGOW ST; Near
15-027299,2/6/2015 12:15:00 PM,2015,2,12,Friday,43.466753,43.46674449921184,43.466753,-80.479295,-80.4792912845831,-80.479295,542119.47556,4812779.76819,Intersection related,P.D. only,Thru lane,Turning movement,Stop sign,FALSE,FALSE,Clear,MAPLE AV; GUELPH ST; 18 M
15-027437,2/6/2015 1:00:00 PM,2015,2,13,Friday,43.438176,43.43816750524478,43.438176,-80.500489,-80.50048528042969,-80.500489,540424.14707,4809595.58261,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,QUEENS BLVD
15-027510,2/6/2015 4:07:00 PM,2015,2,16,Friday,43.411297,43.411288508851534,43.411297,-80.476236,-80.47623229053059,-80.476236,542405.62632,4806622.53745,Intersection related,Non-fatal injury,Thru lane,Rear end,Stop sign,FALSE,FALSE,Clear,STRASBURG RD; OLD COUNTRY DR
15-027594,2/6/2015 3:30:00 PM,2015,2,15,Friday,43.430481,43.430472507668696,43.430481,-80.522466,-80.5224622742173,-80.522466,538650.51314,4808730.57252,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Snow,OVERLEA DR; 296 OVERLEA DR; 0 M
15-027802,2/6/2015 11:40:00 PM,2015,2,23,Friday,43.394128,43.394119509775905,43.394128,-80.433768,-80.43376430548419,-80.433768,545856.90173,4804738.28621,At intersection,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Snow,PIONEER DR ; OLD CARRIAGE DR
15-028218,2/7/2015 12:20:00 PM,2015,2,12,Saturday,43.457803,43.45779450054755,43.457803,-80.473992,-80.47398828707149,-80.473992,542554.70626,4811788.49866,At/near private drive,P.D. only,Thru lane,Angle,No control,FALSE,FALSE,Clear,EDNA ST
15-028296,2/7/2015 3:04:00 PM,2015,2,15,Saturday,43.416699,43.416690506279,43.416699,-80.442201,-80.44219730080839,-80.442201,545157.18025,4807240.33957,At intersection,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Clear,WILSON AVE; WEBSTER RD; At
15-028471,2/1/2015 7:24:00 PM,2015,2,19,Sunday,43.418611,43.41860250989206,43.418611,-80.525688,-80.5256842742824,-80.525688,538397.23519,4807410.83948,Non intersection,P.D. only,Right shoulder,SMV other,No control,FALSE,FALSE,Clear,FORESTWOOD DR; GLEN PARK CRES ; 17 M
15-028565,2/7/2015 9:45:00 PM,2015,2,21,Saturday,43.431723,43.43171450241497,43.431723,-80.416318,-80.41631430757015,-80.416318,547240.86975,4808923.20422,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,QUINTE CRES ;  12 QUINTE CRES ; Near; 0 M
15-029002,2/8/2015 1:45:00 PM,2015,2,13,Sunday,43.447313,43.44730450103886,43.447313,-80.445046,-80.44504229711588,-80.445046,544904.22136,4810638.70112,At/near private drive,Non-fatal injury,Not on roadway - right side,SMV other,No control,TRUE,FALSE,Snow,DOOLEY DR; 22 DOOLEY DR; 1 M
15-029268,2/8/2015 6:30:00 PM,2015,2,18,Sunday,43.412631,43.41262250935873,43.412631,-80.491841,-80.49183728545057,-80.491841,541141.29949,4806762.8678,At intersection,P.D. only,Thru lane,SMV other,Stop sign,FALSE,FALSE,Snow,LAURENTIAN DR; BLOCK LINE RD; At; 0.5 M
15-029324,2/8/2015 11:30:00 PM,2015,2,23,Sunday,43.42627,43.42626150966986,43.42627,-80.548826,-80.54882226618395,-80.548826,536519.54122,4808251.02492,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Snow,WESTMEADOW DR; 318 WESTMEADOW DR; At; 9 M
15-029441,2/4/2015 10:00:00 AM,2015,2,10,Wednesday,43.450974,43.45096550297412,43.450974,-80.499663,-80.49965927952142,-80.499663,540482.45764,4811017.29344,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,JOSEPH ST; VICTORIA ST S; Near; 15 M
15-029451,2/9/2015 8:16:00 AM,2015,2,8,Monday,43.437511,43.43750250531842,43.437511,-80.498627,-80.49862328105213,-80.498627,540575.27737,4809522.63464,At intersection,P.D. only,Within intersection,Approaching,Stop sign,FALSE,FALSE,Clear,PLEASANT AVE ; BINSCARTH RD ; At
15-029542,2/8/2015 2:50:00 PM,2015,2,14,Sunday,43.402064,43.40205551227418,43.402064,-80.51438,-80.51437627924794,-80.51438,539323.35545,4805578.45831,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Snow,REISTVIEW ST; At
15-029568,2/9/2015 8:30:00 AM,2015,2,8,Monday,43.446721,43.44671250276852,43.446721,-80.480246,-80.48024228611276,-80.480246,542056.43137,4810554.58516,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,CAMERON ST N
15-029598,2/9/2015 11:00:00 AM,2015,2,11,Monday,43.435147,43.43513850529033,43.435147,-80.490388,-80.49038428387072,-80.490388,541243.64722,4809264.14052,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,HIGHLAND RD E; HIGHLAND RD E; Near; 8 M
15-029689,2/8/2015 2:30:00 PM,2015,2,14,Sunday,43.38462,43.38461151325381,43.38462,-80.47138,-80.47137629444225,-80.47138,542817.56203,4803662.36976,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,ROCKCLIFFE
15-029747,2/5/2015 9:45:00 AM,2015,2,9,Thursday,43.408205,43.40819650592764,43.408205,-80.404755,-80.40475131340135,-80.404755,548195.37918,4806317.98978,Non intersection,P.D. only,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Clear,CANDLE CRES; Near
15-029883,2/9/2015 6:35:00 AM,2015,2,6,Monday,43.430869,43.43086050865926,43.430869,-80.544128,-80.54412426730948,-80.544128,536897.01664,4808763.84446,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Clear,WESTFOREST TL; HIDDEN CREEK DR
15-030209,2/10/2015 8:16:00 AM,2015,2,8,Tuesday,43.435605,43.43559650247918,43.435605,-80.432764,-80.43276030208669,-80.432764,545906.86858,4809345.13646,At intersection,Non-fatal injury,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Clear,KINZIE AV; THALER AV
15-030241,2/10/2015 9:01:00 AM,2015,2,9,Tuesday,43.435997,43.43598850572989,43.435997,-80.502922,-80.50291827983081,-80.502922,540228.69538,4809352.41193,At/near private drive,Non-fatal injury,Thru lane,Other,No control,FALSE,FALSE,Clear,BELMONT AVE E; 17 BELMONT AVE E; Near; 0 M
15-030396,2/10/2015 11:57:00 AM,2015,2,11,Tuesday,43.453691,43.45368250205237,43.453691,-80.490194,-80.490190282247,-80.490194,541246.74668,4811323.68102,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,YOUNG ST; ROY ST ; 25 M
15-030441,2/10/2015 12:53:00 PM,2015,2,12,Tuesday,43.385771,43.38576251388197,43.385771,-80.488361,-80.48835728891564,-80.488361,541441.346,4803781.61843,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,SOPHIA CRES; 90 SOPHIA CRES ; At; 0 M
15-030461,2/10/2015 1:25:00 PM,2015,2,13,Tuesday,43.451286,43.451277499988315,43.451286,-80.438342,-80.4383382988379,-80.438342,545443.69949,4811083.56699,At/near private drive,P.D. only,Not on roadway - right side,SMV other,Stop sign,FALSE,FALSE,Snow,BLACKFRIARS PL; HOLBORN DR ; 5 M
15-030551,2/10/2015 2:00:00 PM,2015,2,14,Tuesday,43.463965,43.46395649959668,43.463965,-80.475722,-80.47571828597235,-80.475722,542410.44047,4812471.95275,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,WELLINGTON ST N; Near
