table,Note ID,Note,Dimension name,Member Name
35-10-0177-01,42,"In April 2011, legislation came into effect making it an offence to traffic in property obtained by crime, including possession with intent to traffic property obtained by crime. In addition to creating new Uniform Crime Reporting Survey (UCR) violation codes to capture these offences, the existing UCR violation code pertaining to possession of stolen property was modified. The UCR now separates possession of stolen property into possession of stolen property under $5,000 and possession of stolen property over $5,000 in order to be more in line with the Criminal Code of Canada. As a result of this change, a number of incidents of possession of stolen property under $5,000 are now being reported as secondary offences when they occur in conjunction with more serious offences, leading to a decrease in the number of possession of stolen property incidents reported in 2011.",Violations,Total trafficking in stolen property
35-10-0177-01,43,"In April 2011, legislation came into effect making it an offence to traffic in property obtained by crime, including possession with intent to traffic property obtained by crime. The Uniform Crime Reporting Survey (UCR) introduced two new violations codes to collect this information. They are Trafficking in Stolen Goods over $5,000 (incl. possession with intent to traffic) and Trafficking in Stolen Goods under $5,000 (incl. possession with intent to traffic).",Violations,Total trafficking in stolen property
35-10-0177-01,44,"In 2011, the Controlled Drugs and Substances Act was amended to make it illegal for anyone to possess, produce, sell or import anything knowing it will be used to produce or traffic in crystal meth or ecstasy. The Uniform Crime Reporting Survey (UCR) introduced a new violation code to collect this information.",Violations,"Possession, sale, etc., for use in production of or trafficking in substance"
35-10-0177-01,45,"In 2011, the Criminal Code was amended to make it illegal for anyone to alter, destroy or remove a Vehicle Identification Number (VIN). The Uniform Crime Reporting Survey (UCR) introduced a new violation code to collect this information.",Violations,"Altering, removing or destroying Vehicle Identification Number (VIN)"
35-10-0177-01,46,Detailed information of this category is available upon request.,Violations,Total possession of stolen property
35-10-0177-01,46,Detailed information of this category is available upon request.,Violations,Total theft of motor vehicle
35-10-0177-01,46,Detailed information of this category is available upon request.,Violations,Total fail to stop or remain
35-10-0177-01,46,Detailed information of this category is available upon request.,Violations,Total Immigration and Refugee Protection Act
35-10-0177-01,46,Detailed information of this category is available upon request.,Violations,Total trafficking in stolen property
35-10-0177-01,47,"With the release of 2012 data, revised population estimates at the respondent level were applied back to and including 2004. This resulted in boundary changes for the census metropolitan areas (CMA) of Saint John for 2005 to 2011 and for Winnipeg for 2011. Crime data for these years for these respondents have therefore been revised.",,
35-10-0177-01,47,"With the release of 2012 data, revised population estimates at the respondent level were applied back to and including 2004. This resulted in boundary changes for the census metropolitan areas (CMA) of Saint John for 2005 to 2011 and for Winnipeg for 2011. Crime data for these years for these respondents have therefore been revised.",Geography,"Saint John, New Brunswick [13310]"
35-10-0177-01,47,"With the release of 2012 data, revised population estimates at the respondent level were applied back to and including 2004. This resulted in boundary changes for the census metropolitan areas (CMA) of Saint John for 2005 to 2011 and for Winnipeg for 2011. Crime data for these years for these respondents have therefore been revised.",Geography,"Winnipeg, Manitoba [46602]"
35-10-0177-01,48,"In August 2012, legislation came into effect making it an offence to make sexually explicit material available to a child for the purpose of facilitating sexual offences against children/youth. The Uniform Crime Reporting Survey (UCR) introduced a new violation code to collect this information.",Violations,Making sexually explicit material available to children
35-10-0177-01,49,"In 2011, the introduction of the Immediate Roadside Prohibition (IRP) in British Columbia provided an alternative method for officers to proceed with penalties for impaired drivers and may account for the trends reported for 2011 and 2012.",Geography,British Columbia [59]
35-10-0177-01,49,"In 2011, the introduction of the Immediate Roadside Prohibition (IRP) in British Columbia provided an alternative method for officers to proceed with penalties for impaired drivers and may account for the trends reported for 2011 and 2012.",Violations,Total impaired driving
35-10-0177-01,50,"In 2012, it was discovered that the Montreal Police Service had been incorrectly applying the agreed upon definition for reporting child pornography incidents to the Uniform Crime Reporting Survey (UCR). As such, the number of violations has been revised for the years 2008 to 2011.",Geography,Canada
35-10-0177-01,50,"In 2012, it was discovered that the Montreal Police Service had been incorrectly applying the agreed upon definition for reporting child pornography incidents to the Uniform Crime Reporting Survey (UCR). As such, the number of violations has been revised for the years 2008 to 2011.",Geography,Quebec [24]
35-10-0177-01,50,"In 2012, it was discovered that the Montreal Police Service had been incorrectly applying the agreed upon definition for reporting child pornography incidents to the Uniform Crime Reporting Survey (UCR). As such, the number of violations has been revised for the years 2008 to 2011.",Geography,"Montréal, Quebec [24462]"
35-10-0177-01,50,"In 2012, it was discovered that the Montreal Police Service had been incorrectly applying the agreed upon definition for reporting child pornography incidents to the Uniform Crime Reporting Survey (UCR). As such, the number of violations has been revised for the years 2008 to 2011.",Violations,Child Sexual Abuse and Exploitation Material (Possessing or Accessing)
35-10-0177-01,51,"In 2012, Charlottetown altered the classification of calls from the public regarding impaired driving which accounts for the decrease at the municipal and provincial levels that year.",Geography,Prince Edward Island [11]
35-10-0177-01,51,"In 2012, Charlottetown altered the classification of calls from the public regarding impaired driving which accounts for the decrease at the municipal and provincial levels that year.",Violations,Operation while impaired (alcohol)
35-10-0177-01,52,"Ottawa numbers also include child pornography incidents reported by the National Child Exploitation Crime Centre of the Royal Canadian Mounted Police (RCMP) which is located in the City of Ottawa. The Centre responds to internet-facilitated sexual abuse cases nationally. Therefore, while the incidents are detected by the RCMP Centre located in Ottawa and appear in Ottawa's crime statistics, the incidents themselves or the offenders are not limited to the city of Ottawa.",Geography,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]"
35-10-0177-01,52,"Ottawa numbers also include child pornography incidents reported by the National Child Exploitation Crime Centre of the Royal Canadian Mounted Police (RCMP) which is located in the City of Ottawa. The Centre responds to internet-facilitated sexual abuse cases nationally. Therefore, while the incidents are detected by the RCMP Centre located in Ottawa and appear in Ottawa's crime statistics, the incidents themselves or the offenders are not limited to the city of Ottawa.",Geography,"Ottawa-Gatineau, Ontario part [35505]"
35-10-0177-01,52,"Ottawa numbers also include child pornography incidents reported by the National Child Exploitation Crime Centre of the Royal Canadian Mounted Police (RCMP) which is located in the City of Ottawa. The Centre responds to internet-facilitated sexual abuse cases nationally. Therefore, while the incidents are detected by the RCMP Centre located in Ottawa and appear in Ottawa's crime statistics, the incidents themselves or the offenders are not limited to the city of Ottawa.",Violations,Child Sexual Abuse and Exploitation Material (Possessing or Accessing)
